sentiment,text,duplicate_key
0,"Wow, we have a familyof touch screens at home now =P Im getting my nano back  but I won't have the itouch nemore ","wow, we have a familyof touch screens at home now =p im getting my nano back but i won't have the itouch nemore"
1,@iammilky Awww no. PPW only has green tea  But I will find one for youuu ,@iammilky awww no. ppw only has green tea but i will find one for youuu
0,"Shreveport this week for 311, NOLA next week for Wills wedding...ahhh, time away from manager mode!  now off to manager mode ","shreveport this week for 311, nola next week for wills wedding...ahhh, time away from manager mode! now off to manager mode"
0,@Irv25 me 2  BUt thanks ,@irv25 me 2 but thanks
1,@GentleSinner Yayyy  I gots to sleep early  Leaving by 9 ,@gentlesinner yayyy i gots to sleep early leaving by 9
1,@charlii1 awwww they are lovely  i wish i had an older brother  anyways...mum liked my skirt! haha xx,@charlii1 awwww they are lovely i wish i had an older brother anyways...mum liked my skirt! haha xx
0,@kdaly100 ouch  ... when she's back to you in 3 months saying its still not working ... ,@kdaly100 ouch ... when she's back to you in 3 months saying its still not working ...
0,@carolinejjordan are you on about BGT im not watching it tonight i cba  my mates where on it on tuesday  xx,@carolinejjordan are you on about bgt im not watching it tonight i cba my mates where on it on tuesday xx
1,@billingtonart I felt the same way as the weather is the same here  ,@billingtonart i felt the same way as the weather is the same here
0,@chevale hell yeahh! hahaha! oh really?  be strong girlll! haha. enjoy urself! so whats for dinner? ,@chevale hell yeahh! hahaha! oh really? be strong girlll! haha. enjoy urself! so whats for dinner?
0,@Impala_Guy Yeah this is really annoying  - will send u mine also next time ,@impala_guy yeah this is really annoying - will send u mine also next time
1,@GSemillano oh no. not Subway too!!  and since i'm ordering i can't really see how the salad until they deliver. i'll keep u posted ,@gsemillano oh no. not subway too!! and since i'm ordering i can't really see how the salad until they deliver. i'll keep u posted
1,@dtsn Is it positive or negative?  or ,@dtsn is it positive or negative? or
0,@TravisKaimi Zaru Soba is cold buckwheat noodles with this yummy dipping sauce  anddd a bento box is a Japanese lunch box. I love food ,@traviskaimi zaru soba is cold buckwheat noodles with this yummy dipping sauce anddd a bento box is a japanese lunch box. i love food
1,@Hebbie mornin hebbie  sun's shinin over here in germany too..not for much longer though..storms on the way ,@hebbie mornin hebbie sun's shinin over here in germany too..not for much longer though..storms on the way
0,@Impala_Guy SORRY missed again - the boss was here  I will try to be in twitter later  Hope to c u too  Bye Bye!,@impala_guy sorry missed again - the boss was here i will try to be in twitter later hope to c u too bye bye!
1,Backkk  Omg I got eaten by nats! ,backkk omg i got eaten by nats!
0,Ahhhh. I missed seeing JB on sportscenter.  &amp; Happy saturday!!!  Mariah (:,ahhhh. i missed seeing jb on sportscenter. & happy saturday!!! mariah (:
0,@BigDaveP I can't get over that Letterman is from Indianapolis where I live!  People here have a lot more CLASS! ,@bigdavep i can't get over that letterman is from indianapolis where i live! people here have a lot more class!
0,I've been out in the sun WAAAy to much today..  But at least I got a tan! ,i've been out in the sun waaay to much today.. but at least i got a tan!
1,"Throwing up all night, dammitt  Feeling good now though  How about those sucky soap awards? Nobody who deserves to win ever does ","throwing up all night, dammitt feeling good now though how about those sucky soap awards? nobody who deserves to win ever does"
0,it's killed again.   i hate workmen. what r u doin?? ,it's killed again. i hate workmen. what r u doin??
1,@okcomputer27 You welcome hun  We will be friends always ))) IT sucks that you can't watch videos on that site  *HUGGGSSSSS*,@okcomputer27 you welcome hun we will be friends always ))) it sucks that you can't watch videos on that site *hugggsssss*
0,"@bibblybobs nooes  well, maybe. we can have a barbeque in my back garden ","@bibblybobs nooes well, maybe. we can have a barbeque in my back garden"
0,@schaeferj89 OMGGG!  Do you play them all the time?! what station are you on? So i can listen!! ,@schaeferj89 omggg! do you play them all the time?! what station are you on? so i can listen!!
1,@Kcatz mon night  ..you coming????? ,@kcatz mon night ..you coming?????
0,@AnnaCAndersson AAAAAAAAAAAAAH!!! I want one too!!!!  how much did u pay for it? Any special functions.. TELL ME ALL ABOUT IT ,@annacandersson aaaaaaaaaaaaah!!! i want one too!!!! how much did u pay for it? any special functions.. tell me all about it
1,"Oh dear,  John has overtaken both haha and  on my top words for twitter. John's now third after xD and xP Halp please? ","oh dear, john has overtaken both haha and on my top words for twitter. john's now third after xd and xp halp please?"
0,"@ShelleyForbes Aww, bless you, babes!  I wish they could find a way for us in the States to vote.  ","@shelleyforbes aww, bless you, babes! i wish they could find a way for us in the states to vote."
0, good morning twitter,good morning twitter
1,http://twitpic.com/7j5j7 -  @jonasbrothers I miss you ,http://twitpic.com/7j5j7 - @jonasbrothers i miss you
0,I'm not here this weekend...  See you monday twitters ,i'm not here this weekend... see you monday twitters
1,"@burnbright well, can't wait  no one on my flist has star trek layout yet, so sad ","@burnbright well, can't wait no one on my flist has star trek layout yet, so sad"
1,@carolinejjordan are you on about BGT im not watching it tonight i cba  my mates where on it on tuesday  xx,@carolinejjordan are you on about bgt im not watching it tonight i cba my mates where on it on tuesday xx
1,"@hanaames I'd like to be lazy but they keep on making me wake up at 7am  But I do get two afternoons off a week, so not quite a job ","@hanaames i'd like to be lazy but they keep on making me wake up at 7am but i do get two afternoons off a week, so not quite a job"
0,Dinner Was Good  Dont Wanna Do History Homework ,dinner was good dont wanna do history homework
0,@therealpickler OMG me 2!!! and the virus i have have made me hurt my neck   i hope u get better ,@therealpickler omg me 2!!! and the virus i have have made me hurt my neck i hope u get better
